InvPendulum_std3_higher,J,InvPendulum_mu3_higher,MinEpLen,StepSize,InvPendulum_mu0_higher,InvPendulum_mu2_higher,AvgRet,ActionIn1,ReturnMean,NatGrad2Norm,TimestepsSoFar,InvPendulum_std1_higher,BatchSize,InvPendulum_std0_higher,InvPendulum_std2_higher,InvPendulum_mu1_higher,AvgEpLen,Iteration,NumTrajectories,ReturnMax,VarJ,NatGradInftyNorm
0.01,-100.96338503557905,-0.81293875,13,0.1,-0.3641237,-0.0631508,-100.96338503557905,-1.7204304,-101.4873864192162,0.1988843,46409,0.01,100,0.01,0.01,-0.49257153,42.19,11,1100,-53.533128978149186,0.47437154113697544,0.14553519
0.01,-99.23468322871967,-0.8054254,13,0.1,-0.3617478,-0.05212133,-99.23468322871967,-1.7393919,-101.29966115334149,0.10316284,51150,0.01,100,0.01,0.01,-0.5071251,42.625,12,1200,-53.533128978149186,0.803748822259097,0.089596026
0.01,-100.7151863910827,-0.80713415,13,0.1,-0.36656758,-0.043161727,-100.7151863910827,-1.7433316,-101.25470155624467,0.17470704,55783,0.01,100,0.01,0.01,-0.5071592,42.91,13,1300,-53.533128978149186,0.6320172952893028,0.1097459
0.01,-100.07288144776827,-0.79615957,13,0.1,-0.370937,-0.05181469,-100.07288144776827,-1.7218792,-101.17028583421062,0.16458595,60142,0.01,100,0.01,0.01,-0.51668906,42.95857142857143,14,1400,-53.533128978149186,0.4441950573344334,0.09977915
0.01,-101.29938993880576,-0.8044664,13,0.1,-0.37282965,-0.04187786,-101.29938993880576,-1.7477438,-101.17889277451697,0.3369136,64514,0.01,100,0.01,0.01,-0.526667,43.00933333333333,15,1500,-53.533128978149186,0.5236638041875402,0.27842227
0.01,-98.39911123952196,-0.7980636,13,0.1,-0.3837496,-0.02774719,-98.39911123952196,-1.7938199,-101.00515642857978,0.08819653,69113,0.01,100,0.01,0.01,-0.5545092,43.195625,16,1600,-53.533128978149186,0.5292145723283889,0.061798546
0.01,-97.54585207090894,-0.7918837,13,0.1,-0.38340646,-0.031030191,-97.54585207090894,-1.7525458,-100.80166793695207,0.23628026,73693,0.01,100,0.01,0.01,-0.5598664,43.34882352941177,17,1700,-53.533128978149186,0.8328086142568908,0.16174585
0.01,-98.00953555817061,-0.7817645,13,0.1,-0.3857558,-0.017291581,-98.00953555817061,-1.7352084,-100.64654947146423,0.22924219,78140,0.01,100,0.01,0.01,-0.576041,43.41111111111111,18,1800,-53.533128978149186,0.7678730459561278,0.15225954
0.01,-99.56025566359025,-0.79699045,13,0.1,-0.3730693,-0.02774052,-99.56025566359025,-1.759807,-100.58937611315507,0.14051731,82540,0.01,100,0.01,0.01,-0.58089507,43.44210526315789,19,1900,-53.533128978149186,0.5751443844270263,0.11612737
0.01,-99.12133713494019,-0.793644,13,0.1,-0.38468203,-0.022200927,-99.12133713494019,-1.7869701,-100.51597416424433,0.23264289,86926,0.01,100,0.01,0.01,-0.5854458,43.463,20,2000,-53.533128978149186,0.5610173606283795,0.1757126
0.01,-99.71069755043104,-0.8022387,13,0.1,-0.39720157,-0.03977219,-99.71069755043104,-1.8377545,-100.47762765882463,0.23131883,91323,0.01,100,0.01,0.01,-0.58681333,43.48714285714286,21,2100,-53.533128978149186,0.4790101322966699,0.16462284
0.01,-99.58415875568122,-0.79180473,13,0.1,-0.41366386,-0.04631222,-99.58415875568122,-1.8096173,-100.43701543595449,0.06799486,95771,0.01,100,0.01,0.01,-0.57620966,43.532272727272726,22,2200,-53.533128978149186,0.47891794729493964,0.05460207
0.01,-100.35585352885276,-0.7879585,13,0.1,-0.41491982,-0.051772427,-100.35585352885276,-1.807247,-100.43348665738485,0.14701407,100307,0.01,100,0.01,0.01,-0.5764289,43.611739130434785,23,2300,-53.533128978149186,0.5115556097847522,0.1063619
0.01,-98.39872705185502,-0.7900709,13,0.1,-0.4082305,-0.06240862,-98.39872705185502,-1.8416762,-100.34870500715444,0.26807153,104835,0.01,100,0.01,0.01,-0.5690945,43.68125,24,2400,-53.533128978149186,0.7601475127573859,0.19081256
0.01,-99.72523814303884,-0.7835814,13,0.1,-0.40663642,-0.04332736,-99.72523814303884,-1.7778336,-100.32376633258981,0.10559541,109661,0.01,100,0.01,0.01,-0.5514912,43.8644,25,2500,-53.533128978149186,0.7560425550213474,0.09449159
0.01,-98.56214566326669,-0.7841326,13,0.1,-0.41608557,-0.044982333,-98.56214566326669,-1.8081319,-100.256011691462,0.12818608,114373,0.01,100,0.01,0.01,-0.55587006,43.989615384615384,26,2600,-53.533128978149186,0.651054468204736,0.08878007
0.01,-99.11629494055335,-0.7752546,13,0.1,-0.41086295,-0.04085421,-99.11629494055335,-1.7923725,-100.21379995994685,0.24420115,118625,0.01,100,0.01,0.01,-0.5622873,43.93518518518518,27,2700,-53.533128978149186,0.42133153653609484,0.19254813
0.01,-99.7592266137317,-0.7863797,13,0.1,-0.39160815,-0.041442104,-99.7592266137317,-1.8182981,-100.19756519758205,0.25162768,123358,0.01,100,0.01,0.01,-0.57236105,44.05642857142857,28,2800,-53.533128978149186,0.4707318767754836,0.14580327
0.01,-99.08867077145895,-0.7717994,13,0.1,-0.40436494,-0.03017688,-99.08867077145895,-1.7850842,-100.1593274587502,0.41599345,127518,0.01,100,0.01,0.01,-0.5609183,43.971724137931034,29,2900,-53.533128978149186,0.4801866323427762,0.2822003
0.01,-99.63762971295961,-0.76234066,13,0.1,-0.3771363,-0.040339,-99.63762971295961,-1.6839882,-100.14193753389051,0.30245334,132258,0.01,100,0.01,0.01,-0.5326982,44.086,30,3000,-53.533128978149186,0.5138224606618808,0.18115401
0.01,-98.99362010406772,-0.7456552,13,0.1,-0.39143088,-0.0222236,-98.99362010406772,-1.718,-100.10489503615429,0.18537876,136933,0.01,100,0.01,0.01,-0.54289,44.17193548387097,31,3100,-53.533128978149186,0.3859792539111322,0.18443145
0.01,-99.82167799406939,-0.76409835,13,0.1,-0.39082387,-0.020551043,-99.82167799406939,-1.7059094,-100.09604450358914,0.45407403,141526,0.01,100,0.01,0.01,-0.54347086,44.226875,32,3200,-53.533128978149186,0.42269681806633114,0.36154124
0.01,-99.59752678250247,-0.7611101,13,0.1,-0.35466975,-0.023445826,-99.59752678250247,-1.7221854,-100.08093790598045,0.07486205,146004,0.01,100,0.01,0.01,-0.570626,44.24363636363636,33,3300,-53.533128978149186,0.4994876049097476,0.06322658
0.01,-98.91065157768358,-0.7674328,13,0.1,-0.35492587,-0.023084996,-98.91065157768358,-1.7117127,-100.04651771985408,0.22156638,150649,0.01,100,0.01,0.01,-0.5666421,44.3085294117647,34,3400,-53.533128978149186,0.609845936293918,0.12561125
0.01,-101.36027887225715,-0.7551848,13,0.1,-0.36671364,-0.035646122,-101.36027887225715,-1.7351174,-100.08405375277988,0.18387063,155165,0.01,100,0.01,0.01,-0.559996,44.332857142857144,35,3500,-53.533128978149186,0.5313209406023336,0.12745187
0.01,-98.92931181662678,-0.74577373,13,0.1,-0.36058176,-0.042680036,-98.92931181662678,-1.6964669,-100.05197758788673,0.16126588,159892,0.01,100,0.01,0.01,-0.5472508,44.41444444444444,36,3600,-53.533128978149186,0.7530227079744837,0.14172709
0.01,-98.30217589902634,-0.7426437,13,0.1,-0.34640905,-0.040519338,-98.30217589902634,-1.6864121,-100.00468565034998,0.23940024,164667,0.01,100,0.01,0.01,-0.54056233,44.50459459459459,37,3700,-53.533128978149186,0.8425132283381157,0.17530729
0.01,-98.96842962664493,-0.7588777,13,0.1,-0.3465925,-0.04201012,-98.96842962664493,-1.6964234,-99.97741575498932,0.18976744,168975,0.01,100,0.01,0.01,-0.5580931,44.4671052631579,38,3800,-53.533128978149186,0.48343686897125643,0.1463045
0.01,-98.38440062019828,-0.77350813,13,0.1,-0.33818328,-0.0377086,-98.38440062019828,-1.7518663,-99.93656921307159,0.15219067,173497,0.01,100,0.01,0.01,-0.5656329,44.48641025641026,39,3900,-53.533128978149186,0.4883057008647732,0.109813005
0.01,-99.54354405284762,-0.78448945,13,0.1,-0.34450167,-0.030088466,-99.54354405284762,-1.7022884,-99.92674358406599,0.18081686,177795,0.01,100,0.01,0.01,-0.56202143,44.44875,40,4000,-53.533128978149186,0.39258998783733523,0.13298286
0.01,-98.87028530852642,-0.7753582,13,0.1,-0.34158713,-0.016790178,-98.87028530852642,-1.7065024,-99.90097630905282,0.40350363,182219,0.01,100,0.01,0.01,-0.56965214,44.44365853658537,41,4100,-53.533128978149186,0.48660336375679114,0.30461222
0.01,-99.22703422410731,-0.7650473,13,0.1,-0.3111259,0.0034210496,-99.22703422410731,-1.610604,-99.88493006893509,0.11165413,186442,0.01,100,0.01,0.01,-0.55603385,44.39095238095238,42,4200,-53.533128978149186,0.6268521816946254,0.078688554
0.01,-98.58764785988667,-0.7638622,13,0.1,-0.30325705,0.009103816,-98.58764785988667,-1.6171339,-99.85476071523628,0.23355116,191034,0.01,100,0.01,0.01,-0.5614236,44.426511627906976,43,4300,-53.533128978149186,0.521102085777245,0.17204157
0.01,-99.87629535950093,-0.7493588,13,0.1,-0.2982809,0.0053134407,-99.87629535950093,-1.6016849,-99.85525013896958,0.07959735,195438,0.01,100,0.01,0.01,-0.57862777,44.41772727272727,44,4400,-53.533128978149186,0.38789391765168324,0.06897781
0.01,-100.5301579550279,-0.7455857,13,0.1,-0.30517867,0.006141387,-100.5301579550279,-1.5887172,-99.87024809043754,0.17421938,199876,0.01,100,0.01,0.01,-0.57770234,44.41688888888889,45,4500,-53.533128978149186,0.31470756352792334,0.15056917
0.01,-99.94528114190047,-0.7428228,13,0.1,-0.3125352,-0.0089155305,-99.94528114190047,-1.6584454,-99.8718792437302,0.30747128,204083,0.01,100,0.01,0.01,-0.5738214,44.365869565217395,46,4600,-53.533128978149186,0.6096371313147609,0.28576708
0.01,-99.44106880633124,-0.7340463,13,0.1,-0.314657,-0.037492238,-99.44106880633124,-1.6722138,-99.86271306421108,0.14855883,208600,0.01,100,0.01,0.01,-0.58069366,44.38297872340426,47,4700,-53.533128978149186,0.7749882351327473,0.11999922
0.01,-99.68858830188884,-0.7341757,13,0.1,-0.30615819,-0.04949216,-99.68858830188884,-1.6639624,-99.85908546499604,0.10518189,213238,0.01,100,0.01,0.01,-0.58280367,44.42458333333333,48,4800,-53.533128978149186,0.6673137389290411,0.064117886
0.01,-99.50105892834091,-0.7296028,13,0.1,-0.2997464,-0.046187866,-99.50105892834091,-1.6320984,-99.85177880098266,0.16766632,217611,0.01,100,0.01,0.01,-0.58894306,44.41040816326531,49,4900,-53.533128978149186,0.41132162477420187,0.116499245
0.01,-98.82534545203596,-0.7179529,13,0.1,-0.3055386,-0.03725087,-98.82534545203596,-1.6241894,-99.83125013400374,0.17728528,222293,0.01,100,0.01,0.01,-0.5945981,44.4586,50,5000,-53.533128978149186,0.6696066386823469,0.15591528
