VarJ,NatGradInftyNorm,NatGrad2Norm,ReturnMax,ReturnMean,MinEpLen,InvPendulum_std2_higher,ActionIn1,InvPendulum_mu1_higher,InvPendulum_mu3_higher,StepSize,AvgEpLen,NumTrajectories,InvPendulum_std1_higher,TimestepsSoFar,InvPendulum_std0_higher,InvPendulum_mu2_higher,J,Iteration,AvgRet,InvPendulum_std3_higher,BatchSize,InvPendulum_mu0_higher
1.0974860598152936,0.15455629,0.21286651,-56.37243613883168,-101.38916208382409,15,0.01,-1.4054568,-0.35168493,-0.5203039,0.0001,66.14866666666667,1500,0.01,99223,0.01,0.21007015,-102.08681592507197,15,-102.08681592507197,0.01,100,-0.74927807
1.3571146217001462,0.1069307,0.14097281,-56.37243613883168,-101.42991270130186,15,0.01,-1.3751454,-0.35166946,-0.5202992,0.0001,66.064375,1600,0.01,105703,0.01,0.21006554,-102.04117196346839,16,-102.04117196346839,0.01,100,-0.7492911
1.2374585839514862,0.15608361,0.2029283,-56.37243613883168,-101.46597405864262,15,0.01,-1.4181437,-0.35168016,-0.5202981,0.0001,65.83235294117647,1700,0.01,111915,0.01,0.21005811,-102.04295577609452,17,-102.04295577609452,0.01,100,-0.7492858
1.4272840397061588,0.12609674,0.18470547,-56.37243613883168,-101.48153675217243,15,0.01,-1.4238081,-0.3516857,-0.52031374,0.0001,65.91944444444445,1800,0.01,118655,0.01,0.21005481,-101.74610254217963,18,-101.74610254217963,0.01,100,-0.7492971
1.4699250736113303,0.11331873,0.1264973,-56.37243613883168,-101.4154658513382,15,0.01,-1.3889623,-0.35169402,-0.5203264,0.0001,66.05473684210526,1900,0.01,125504,0.01,0.21004951,-100.22618963632176,19,-100.22618963632176,0.01,100,-0.74930626
1.546960449051316,0.1771713,0.24738173,-56.37243613883168,-101.39637188333185,15,0.01,-1.3966458,-0.35169128,-0.52031505,0.0001,66.134,2000,0.01,132268,0.01,0.21004511,-101.0335864912115,20,-101.0335864912115,0.01,100,-0.7493041
1.6121129433187835,0.08224782,0.1230471,-56.37243613883168,-101.33011780677103,15,0.01,-1.4098237,-0.35168028,-0.5203042,0.0001,66.21666666666667,2100,0.01,139055,0.01,0.21003744,-100.00503627555462,21,-100.00503627555462,0.01,100,-0.7493218
1.095115058857704,0.21488026,0.21864659,-56.37243613883168,-101.41765517951927,15,0.01,-1.4209611,-0.3516882,-0.52030545,0.0001,65.95454545454545,2200,0.01,145100,0.01,0.21004187,-103.25594000723233,22,-103.25594000723233,0.01,100,-0.7493136
1.1973893815635754,0.18432991,0.1931688,-56.37243613883168,-101.44353352987125,15,0.01,-1.4295118,-0.3517097,-0.5203057,0.0001,65.83695652173913,2300,0.01,151425,0.01,0.210038,-102.01285723761481,23,-102.01285723761481,0.01,100,-0.7493147
1.2446465310831407,0.11482285,0.14648105,-56.37243613883168,-101.45643330274046,15,0.01,-1.4051654,-0.35171506,-0.5203036,0.0001,65.79791666666667,2400,0.01,157915,0.01,0.21005644,-101.7531280787323,24,-101.7531280787323,0.01,100,-0.7493142
1.5300326615822784,0.07995563,0.11820537,-56.37243613883168,-101.42600756167656,15,0.01,-1.4542996,-0.3517223,-0.5202921,0.0001,65.9032,2500,0.01,164758,0.01,0.21006167,-100.69578977614272,25,-100.69578977614272,0.01,100,-0.7493159
1.3206631735477379,0.060882073,0.08131601,-56.37243613883168,-101.44923172744524,15,0.01,-1.4071252,-0.35171664,-0.5202888,0.0001,65.86384615384615,2600,0.01,171246,0.01,0.2100674,-102.02983587166234,26,-102.02983587166234,0.01,100,-0.74930793
0.9570129325654209,0.29699472,0.3413945,-56.37243613883168,-101.45606784707022,15,0.01,-1.3992953,-0.3517128,-0.52029127,0.0001,65.67703703703704,2700,0.01,177328,0.01,0.21006131,-101.63380695731911,27,-101.63380695731911,0.01,100,-0.7493108
1.7623113779830764,0.11633191,0.14668112,-53.9639719324037,-101.44782684193014,15,0.01,-1.428422,-0.35170785,-0.5202616,0.0001,65.63214285714285,2800,0.01,183770,0.01,0.2100768,-101.22531970314839,28,-101.22531970314839,0.01,100,-0.74930644
1.1616492919549246,0.17790583,0.24910861,-53.9639719324037,-101.42871614677587,15,0.01,-1.3812958,-0.35171372,-0.5202595,0.0001,65.45206896551724,2900,0.01,189811,0.01,0.2100832,-100.8936166824564,29,-100.8936166824564,0.01,100,-0.7492948
1.0500558657298285,0.14726692,0.20400602,-53.9639719324037,-101.43659757530425,15,0.01,-1.4041027,-0.3517209,-0.52025473,0.0001,65.36366666666666,3000,0.01,196091,0.01,0.21009836,-101.66515900262775,30,-101.66515900262775,0.01,100,-0.7493126
1.2557576393165637,0.14811452,0.18311825,-53.9639719324037,-101.48569230764299,15,0.01,-1.403989,-0.35171086,-0.5202521,0.0001,65.38483870967742,3100,0.01,202693,0.01,0.21008877,-102.95853427780484,31,-102.95853427780484,0.01,100,-0.74929786
1.373292691720084,0.21492188,0.2303099,-53.9639719324037,-101.48171830622181,15,0.01,-1.3730793,-0.35171127,-0.5202511,0.0001,65.3540625,3200,0.01,209133,0.01,0.21007396,-101.3585242621651,32,-101.3585242621651,0.01,100,-0.7493086
1.352605730818317,0.123523146,0.17717461,-53.9639719324037,-101.51153684989846,15,0.01,-1.4165244,-0.3517075,-0.5202567,0.0001,65.39696969696969,3300,0.01,215810,0.01,0.21007876,-102.46573024755118,33,-102.46573024755118,0.01,100,-0.7493301
1.1964964133567817,0.100917034,0.11631812,-53.9639719324037,-101.48410074265837,15,0.01,-1.4309123,-0.35169515,-0.5202452,0.0001,65.425,3400,0.01,222445,0.01,0.21008398,-100.578709203735,34,-100.578709203735,0.01,100,-0.749329
1.458436173552757,0.18518263,0.20726438,-53.9639719324037,-101.47868569384715,15,0.01,-1.426058,-0.35170525,-0.5202469,0.0001,65.42257142857143,3500,0.01,228979,0.01,0.2100861,-101.29457403426593,35,-101.29457403426593,0.01,100,-0.74932384
1.4377349357351792,0.2470809,0.25753427,-53.9639719324037,-101.49431226479507,15,0.01,-1.4188576,-0.35170734,-0.52026546,0.0001,65.4775,3600,0.01,235719,0.01,0.21009341,-102.04124224797259,36,-102.04124224797259,0.01,100,-0.7493185
1.3647063292201047,0.067342244,0.09923179,-53.9639719324037,-101.47589577849442,15,0.01,-1.4119961,-0.35171422,-0.5202902,0.0001,65.52054054054054,3700,0.01,242426,0.01,0.21009168,-100.81290227167065,37,-100.81290227167065,0.01,100,-0.74931693
1.3722483516328725,0.33158094,0.34439015,-53.9639719324037,-101.44288077081195,15,0.01,-1.4390802,-0.3517075,-0.52029145,0.0001,65.58736842105263,3800,0.01,249232,0.01,0.21008772,-100.22132548656114,38,-100.22132548656114,0.01,100,-0.7493109
1.357141856380688,0.13068089,0.17081472,-53.9639719324037,-101.45436909137392,15,0.01,-1.381675,-0.35170648,-0.5203005,0.0001,65.59820512820512,3900,0.01,255833,0.01,0.21012087,-101.89092527272884,39,-101.89092527272884,0.01,100,-0.7493127
1.1629276395968546,0.24440403,0.25626704,-53.9639719324037,-101.44256964190416,15,0.01,-1.4037654,-0.35170156,-0.52030444,0.0001,65.49925,4000,0.01,261997,0.01,0.21011186,-100.98239111258337,40,-100.98239111258337,0.01,100,-0.74929965
1.606720831696544,0.114480056,0.14618517,-53.9639719324037,-101.40864753214208,15,0.01,-1.4099722,-0.3517083,-0.5203071,0.0001,65.65975609756097,4100,0.01,269205,0.01,0.21008742,-100.05176314165867,41,-100.05176314165867,0.01,100,-0.7493022
1.4690078921768288,0.14636312,0.17630224,-53.9639719324037,-101.4149522026784,15,0.01,-1.372396,-0.3517035,-0.5202995,0.0001,65.62,4200,0.01,275604,0.01,0.21008603,-101.67344369466717,42,-101.67344369466717,0.01,100,-0.74929076
1.7555471959387274,0.085972086,0.10932468,-53.9639719324037,-101.42685759977564,15,0.01,-1.392325,-0.35170197,-0.52029556,0.0001,65.62116279069767,4300,0.01,282171,0.01,0.21010067,-101.92688427786027,43,-101.92688427786027,0.01,100,-0.74929965
1.3642183365228957,0.05125886,0.0743099,-50.72259614719516,-101.45772075945379,15,0.01,-1.4098215,-0.35170722,-0.520287,0.0001,65.55431818181818,4400,0.01,288439,0.01,0.21010397,-102.78483662561437,44,-102.78483662561437,0.01,100,-0.7493023
1.1315353274282756,0.033980537,0.046437755,-50.72259614719516,-101.47232505153063,15,0.01,-1.4459863,-0.3517045,-0.5202826,0.0001,65.54333333333334,4500,0.01,294945,0.01,0.21010554,-102.11491390291117,45,-102.11491390291117,0.01,100,-0.7492972
1.237776694578907,0.20578013,0.2726125,-50.72259614719516,-101.50016968962245,15,0.01,-1.3968292,-0.3517011,-0.52028537,0.0001,65.53934782608695,4600,0.01,301481,0.01,0.21010406,-102.75317840375457,46,-102.75317840375457,0.01,100,-0.74929774
1.090226213846265,0.039796706,0.055542164,-50.72259614719516,-101.51273492146542,15,0.01,-1.382468,-0.35168055,-0.52030194,0.0001,65.5204255319149,4700,0.01,307946,0.01,0.21009803,-102.09073558624227,47,-102.09073558624227,0.01,100,-0.7493008
1.5726741392239816,0.23160681,0.29036236,-47.890452640196585,-101.49348480110444,15,0.01,-1.4043186,-0.35168207,-0.5203032,0.0001,65.53770833333333,4800,0.01,314581,0.01,0.21009405,-100.58872914413823,48,-100.58872914413823,0.01,100,-0.74929744
1.163587114879981,0.2828616,0.31557652,-47.890452640196585,-101.51290340922785,15,0.01,-1.3939543,-0.35170522,-0.52030253,0.0001,65.53938775510204,4900,0.01,321143,0.01,0.21008283,-102.44499659915142,49,-102.44499659915142,0.01,100,-0.74931085
1.3282400812914306,0.23195349,0.29780254,-47.890452640196585,-101.53585363915477,15,0.01,-1.4481558,-0.35170937,-0.5203142,0.0001,65.5466,5000,0.01,327733,0.01,0.21011111,-102.66041490557338,50,-102.66041490557338,0.01,100,-0.7493174
