BatchSize,NatGradInftyNorm,InvPendulum_mu3_higher,InvPendulum_mu2_higher,ActionIn1,ReturnMean,StepSize,NatGrad2Norm,J,AvgRet,InvPendulum_mu1_higher,TimestepsSoFar,MinEpLen,InvPendulum_std1_higher,InvPendulum_mu0_higher,ReturnMax,InvPendulum_std2_higher,InvPendulum_std3_higher,NumTrajectories,Iteration,AvgEpLen,InvPendulum_std0_higher,VarJ
100,0.2670422,0.2743405,-0.4091942,-1.1664753,-145.69098633807425,0.1,0.38028193,-147.54251491038656,-147.54251491038656,-0.7814005,171158,18,0.01,-0.27687156,-109.2779647166889,0.01,0.01,3000,30,57.05266666666667,0.01,0.6904152522777592
100,0.121416494,0.24763629,-0.38580474,-1.2243794,-145.90727047625873,0.1,0.18642329,-152.39579462179287,-152.39579462179287,-0.79443944,177486,18,0.01,-0.280865,-109.2779647166889,0.01,0.01,3100,31,57.25354838709677,0.01,0.5741541630580914
100,0.3945496,0.23549464,-0.39185876,-1.2507713,-146.08383680998952,0.1,0.5028054,-151.55739315564378,-151.55739315564378,-0.7886857,183887,18,0.01,-0.29228255,-109.2779647166889,0.01,0.01,3200,32,57.4646875,0.01,0.8496316173804366
100,0.17171115,0.2749496,-0.3970109,-1.2008005,-146.1943020501186,0.1,0.20219457,-149.72918973424953,-149.72918973424953,-0.75800616,190016,18,0.01,-0.2903694,-109.2779647166889,0.01,0.01,3300,33,57.58060606060606,0.01,0.8155646138642945
100,0.22372808,0.27017885,-0.387614,-1.1870648,-146.41558077073068,0.1,0.31898972,-153.71777855092904,-153.71777855092904,-0.7597143,196521,18,0.01,-0.3075405,-109.2779647166889,0.01,0.01,3400,34,57.800294117647056,0.01,0.9102316264811402
100,0.27037868,0.29255167,-0.37506393,-1.1770933,-146.6991023491344,0.1,0.2896984,-156.33883601486056,-156.33883601486056,-0.7750039,203128,18,0.01,-0.29632777,-109.2779647166889,0.01,0.01,3500,35,58.03657142857143,0.01,1.5834142244052436
100,0.32174397,0.29790786,-0.37697935,-1.1438047,-146.9395631363004,0.1,0.44438872,-155.35569068711033,-155.35569068711033,-0.74796605,209885,18,0.01,-0.3050368,-109.2779647166889,0.01,0.01,3600,36,58.30138888888889,0.01,1.757967149068939
100,0.22113724,0.33008227,-0.40741578,-1.1229763,-147.0508799029248,0.1,0.30269405,-151.05828350140396,-151.05828350140396,-0.74468964,216044,18,0.01,-0.3034522,-109.2779647166889,0.01,0.01,3700,37,58.39027027027027,0.01,0.907369818967683
100,0.38915434,0.35219598,-0.4151882,-1.083381,-147.09695875446644,0.1,0.4316786,-148.8018762615067,-148.8018762615067,-0.7409399,222057,18,0.01,-0.32223383,-109.2779647166889,0.01,0.01,3800,38,58.436052631578946,0.01,1.260651107844642
100,0.19383042,0.35881016,-0.39911976,-1.1575739,-147.31653770306895,0.1,0.24836914,-155.6605377499642,-155.6605377499642,-0.7798554,228689,18,0.01,-0.32909763,-109.2779647166889,0.01,0.01,3900,39,58.63820512820513,0.01,1.0739806217134065
100,0.07211833,0.35139287,-0.41226876,-1.1905315,-147.47489242779872,0.1,0.09271697,-153.6507266922586,-153.6507266922586,-0.7992384,235134,18,0.01,-0.33273873,-109.2779647166889,0.01,0.01,4000,40,58.7835,0.01,1.341717244464843
100,0.20894688,0.34949183,-0.41571286,-1.1810228,-147.6566630640288,0.1,0.27346182,-154.9274885132333,-154.9274885132333,-0.8064502,241743,18,0.01,-0.33703732,-109.2779647166889,0.01,0.01,4100,41,58.96170731707317,0.01,0.9120723498193334
100,0.34039715,0.35119185,-0.3948182,-1.1747172,-147.92205775294437,0.1,0.39332357,-158.80323999848213,-158.80323999848213,-0.79812735,248801,18,0.01,-0.35249907,-109.2779647166889,0.01,0.01,4200,42,59.23833333333334,0.01,2.045998603402884
100,0.14810564,0.3416546,-0.4288579,-1.209337,-148.03709713457056,0.1,0.22453603,-152.8687511628712,-152.8687511628712,-0.79263365,255321,18,0.01,-0.3688451,-109.2779647166889,0.01,0.01,4300,43,59.376976744186045,0.01,0.7207744055565729
100,0.19422439,0.3489848,-0.41404733,-1.1986073,-148.1422341585872,0.1,0.21312487,-152.6631261913034,-152.6631261913034,-0.77855116,261777,18,0.01,-0.3631212,-109.2779647166889,0.01,0.01,4400,44,59.494772727272725,0.01,1.7586706875020106
100,0.25763765,0.3408575,-0.4110846,-1.2387195,-148.32561438777813,0.1,0.28817442,-156.39434447217792,-156.39434447217792,-0.75912875,268538,18,0.01,-0.364591,-109.2779647166889,0.01,0.01,4500,45,59.675111111111114,0.01,1.767054163881311
100,0.1964703,0.34658188,-0.43684834,-1.2107012,-148.37214230576097,0.1,0.23170868,-150.46589861498816,-150.46589861498816,-0.7662313,274838,18,0.01,-0.35545543,-109.2779647166889,0.01,0.01,4600,46,59.74739130434783,0.01,0.6739905421957331
100,0.24641758,0.35542932,-0.4172013,-1.229125,-148.4492493399483,0.1,0.32320884,-151.9961729125664,-151.9961729125664,-0.77409875,281295,18,0.01,-0.35872796,-109.2779647166889,0.01,0.01,4700,47,59.85,0.01,1.4822805941665218
100,0.17294131,0.35167167,-0.4326955,-1.1376486,-148.49072364821006,0.1,0.19540356,-150.44001613651312,-150.44001613651312,-0.749457,287415,17,0.01,-0.3451916,-109.05542532375895,0.01,0.01,4800,48,59.878125,0.01,1.496286717945449
100,0.15672345,0.34899148,-0.43959546,-1.1635325,-148.4916264846802,0.1,0.23082705,-148.53496263524775,-148.53496263524775,-0.7321629,293614,17,0.01,-0.35047796,-109.05542532375895,0.01,0.01,4900,49,59.92122448979592,0.01,0.9303815966399521
100,0.20599295,0.35712227,-0.44746327,-1.181443,-148.46598678723868,0.1,0.33872673,-147.20964161260332,-147.20964161260332,-0.71649057,299565,16,0.01,-0.36309448,-108.14762436490555,0.01,0.01,5000,50,59.913,0.01,1.3728332146331783
