ReturnMean,AvgRet,ReturnMax,NatGrad2Norm,NatGradInftyNorm,MountainCar_mu0_higher,J,BatchSize,VarJ,MinEpLen,MountainCar_std0_higher,MountainCar_mu1_higher,Iteration,TimestepsSoFar,MountainCar_std1_higher,StepSize,ActionIn1,AvgEpLen,NumTrajectories
-0.07742859220634452,-0.4215633028892756,-3.2522486488137728e-06,0.019315004,0.014306677,0.051627453,-0.08320262725877432,100,0.00012744926123592416,500,0.14999999,-0.99870294,11,50000,1.5,0.001,-0.12148656,500.0,1100
-0.07657449104543666,-0.3397624290024301,-3.2522486488137728e-06,0.0063100113,0.0060291234,0.05161315,-0.06717937827545031,100,0.00012070662025952013,500,0.14999999,-0.99871594,12,50000,1.5,0.001,-1.0841247,500.0,1200
-0.0768879283203907,-0.40968467786982093,-3.2522486488137728e-06,0.041564293,0.039429788,0.05160712,-0.08064917561983906,100,0.00012446300424740286,500,0.14999999,-0.9987178,13,50000,1.5,0.001,-2.5346367,500.0,1300
-0.07646128247842982,-0.3598023688887782,-3.2522486488137728e-06,0.019379586,0.018577116,0.05159397,-0.07091488653293834,100,8.573022989825906e-05,500,0.14999999,-0.99875724,14,50000,1.5,0.001,-2.8682814,500.0,1400
-0.07740021520240781,-0.45821641146352143,-3.2522486488137728e-06,0.018514723,0.017409282,0.051588453,-0.09054527333809993,100,0.0001863547947074715,500,0.14999999,-0.99877584,15,50000,1.5,0.001,-5.123807,500.0,1500
-0.07647028644713852,-0.31718848214611717,-3.2522486488137728e-06,0.029227342,0.028548177,0.051571045,-0.06252135511809907,100,6.365873842763842e-05,500,0.14999999,-0.9987695,16,50000,1.5,0.001,-1.3222008,500.0,1600
-0.07718034498679735,-0.4490325033210516,-3.2522486488137728e-06,0.016362876,0.014009856,0.05156478,-0.08854128162133869,100,0.00014990184033042618,500,0.14999999,-0.9987981,17,50000,1.5,0.001,0.7052445,500.0,1700
-0.07694919792586871,-0.36981578914198804,-3.2522486488137728e-06,0.015407389,0.014741489,0.05155077,-0.07301969789008225,100,9.696285461338254e-05,500,0.14999999,-0.9987896,18,50000,1.5,0.001,-1.0334183,500.0,1800
-0.07713480302601572,-0.40711572984072547,-6.892908871768661e-09,0.030966895,0.028084425,0.051546287,-0.08047569482866163,100,0.00017056857095108303,500,0.14999999,-0.99880433,19,50000,1.5,0.001,-0.44623524,500.0,1900
-0.07640250047507209,-0.31618054844507065,-6.892908871768661e-09,0.017710779,0.016674085,0.05153324,-0.06248875200714311,100,6.678914740785064e-05,500,0.14999999,-0.9988324,20,50000,1.5,0.001,1.8783106,500.0,2000
-0.07604702978153349,-0.3482646935499703,-6.892908871768661e-09,0.0068870303,0.006815544,0.05152727,-0.06893761591076161,100,8.544038387997915e-05,500,0.14999999,-0.9988157,21,50000,1.5,0.001,-3.976656,500.0,2100
-0.07575173883795192,-0.3523866037605911,-6.892908871768661e-09,0.008777157,0.0065948186,0.05152628,-0.06955062902273858,100,0.00010956024323000935,500,0.14999999,-0.9988225,22,50000,1.5,0.001,0.0051601827,500.0,2200
-0.07576347936751192,-0.3844464243880731,-6.892908871768661e-09,0.011571859,0.00991634,0.051519684,-0.07602177101783206,100,8.936646227423205e-05,500,0.14999999,-0.9988167,23,50000,1.5,0.001,1.8901446,500.0,2300
-0.07550151106030066,-0.35117857593206936,-6.892908871768661e-09,0.028712979,0.027677739,0.05151372,-0.06947623999444183,100,0.00013757307089459973,500,0.14999999,-0.9988266,24,50000,1.5,0.001,0.19854106,500.0,2400
-0.07561417500326806,-0.39823189955628024,-6.892908871768661e-09,0.026074398,0.023618193,0.05150608,-0.07831810963448581,100,0.00012196687818999704,500,0.14999999,-0.9988543,25,50000,1.5,0.001,-1.1150739,500.0,2500
-0.0750877087793758,-0.3137166421049374,-6.892908871768661e-09,0.015837308,0.014923763,0.05149503,-0.06192605318206937,100,6.720925521356832e-05,500,0.14999999,-0.9988779,26,50000,1.5,0.001,-1.5130461,500.0,2600
-0.07484648093319374,-0.3480276612871907,-6.892908871768661e-09,0.021990675,0.021248283,0.05148973,-0.06857455693245972,100,6.483183857512194e-05,500,0.14999999,-0.9988928,27,50000,1.5,0.001,-0.6765594,500.0,2700
-0.07463530261997761,-0.34998450382270113,-6.892908871768661e-09,0.011798424,0.010234215,0.051484063,-0.06893348816314236,100,7.424684589222846e-05,500,0.14999999,-0.99887156,28,50000,1.5,0.001,0.67619145,500.0,2800
-0.07471031871427462,-0.38971429917261846,-6.892908871768661e-09,0.07066913,0.06997262,0.051478192,-0.07681076935459082,100,0.00012367125379221007,500,0.14999999,-0.9988613,29,50000,1.5,0.001,-0.9363552,500.0,2900
-0.07465760396304075,-0.3729450204579894,-6.892908871768661e-09,0.024392096,0.021237604,0.051468294,-0.07312887617725845,100,0.00012297315071370114,500,0.14999999,-0.9989313,30,50000,1.5,0.001,-0.14090009,500.0,3000
-0.07436032616868828,-0.3315308386191777,-6.892908871768661e-09,0.008983711,0.0068325214,0.051456295,-0.06544199233811407,100,9.983390266412405e-05,500,0.14999999,-0.9989525,31,50000,1.5,0.001,-2.8915627,500.0,3100
-0.0747808584673038,-0.44538293215411073,-6.892908871768661e-09,0.018178903,0.017903095,0.051449463,-0.08781735972438522,100,0.00020609462879930446,500,0.14999999,-0.99895835,32,50000,1.5,0.001,-1.5867343,500.0,3200
-0.07465474337250985,-0.3573920919026498,-6.892908871768661e-09,0.006438543,0.005236979,0.05143156,-0.07061906033910323,100,8.372292698678605e-05,500,0.14999999,-0.9989615,33,50000,1.5,0.001,1.1376687,500.0,3300
-0.0747943467969503,-0.4019204681678891,-6.892908871768661e-09,0.021029487,0.015264078,0.05142632,-0.07940125980348477,100,0.00017199528494599018,500,0.14999999,-0.99895775,34,50000,1.5,0.001,1.4851332,500.0,3400
-0.07488590809638182,-0.3951258100482084,-6.892908871768661e-09,0.014506358,0.0145060215,0.05141106,-0.07799899227705397,100,0.000263579735294564,500,0.14999999,-0.99897224,35,50000,1.5,0.001,-3.124779,500.0,3500
-0.07454322226121529,-0.31818761552157737,-6.892908871768661e-09,0.036879312,0.036291108,0.051396552,-0.06254921803038642,100,8.043696832531365e-05,500,0.14999999,-0.9989721,36,50000,1.5,0.001,0.3310762,500.0,3600
-0.07439479627627392,-0.34989066343329556,-6.892908871768661e-09,0.0137688415,0.01013411,0.051389992,-0.06905146081838512,100,0.0001057314470490107,500,0.14999999,-0.9990084,37,50000,1.5,0.001,-3.67667,500.0,3700
-0.0746528527775533,-0.425538386572469,-6.892908871768661e-09,0.018457428,0.013461203,0.05138067,-0.08420094332489036,100,0.00030470554588040154,500,0.14999999,-0.99901855,38,50000,1.5,0.001,-0.22039255,500.0,3800
-0.07467815698844676,-0.38414014388796774,-6.892908871768661e-09,0.0337073,0.03288171,0.051367212,-0.07563971700239767,100,0.00012069789108235858,500,0.14999999,-0.9990312,39,50000,1.5,0.001,-0.8937048,500.0,3900
-0.074961304724978,-0.43729116106064725,-6.892908871768661e-09,0.03470819,0.030870697,0.0513598,-0.08600406644969716,100,0.00019687559588570523,500,0.14999999,-0.9989983,40,50000,1.5,0.001,1.4567031,500.0,4000
-0.07595280814537748,-0.5866839116162927,-6.892908871768661e-09,0.08383621,0.07980617,0.051343936,-0.11561294496135627,100,0.00028397520957093884,500,0.14999999,-0.9989674,41,50000,1.5,0.001,-2.2529964,500.0,4100
-0.07599673945639124,-0.3939910211889795,-6.892908871768661e-09,0.009978656,0.008716906,0.051318254,-0.07779792320795577,100,0.00012380028859941127,500,0.14999999,-0.9990472,42,50000,1.5,0.001,-1.2143779,500.0,4200
-0.07609122150299524,-0.40622025846467325,-6.892908871768661e-09,0.01869441,0.0134010045,0.051309537,-0.08005946746036292,100,0.0001634781652214877,500,0.14999999,-0.99905205,43,50000,1.5,0.001,-3.158255,500.0,4300
-0.07619831711799022,-0.4098849475742616,-6.892908871768661e-09,0.012937934,0.01215224,0.051296137,-0.08080342856277353,100,0.00014577691778649613,500,0.14999999,-0.9990651,44,50000,1.5,0.001,1.5499232,500.0,4400
-0.07583724385536068,-0.30390751541118477,-6.892908871768661e-09,0.024743766,0.023537127,0.051283985,-0.059950020299662586,100,9.793271564422029e-05,500,0.14999999,-0.9990607,45,50000,1.5,0.001,-1.8613472,500.0,4500
-0.07580494709629153,-0.37583837693019523,-6.892908871768661e-09,0.022261284,0.022012154,0.051276352,-0.07435159293817856,100,0.00015074686207365803,500,0.14999999,-0.99903715,46,50000,1.5,0.001,-1.0219384,500.0,4600
-0.07627056310064327,-0.49329310501793877,-6.892908871768661e-09,0.0136031,0.012808324,0.05127303,-0.09768889930082267,100,0.00019423987193942514,500,0.14999999,-0.99905914,47,50000,1.5,0.001,0.107962355,500.0,4700
-0.07634492140679283,-0.40557232291421186,-6.892908871768661e-09,0.038591612,0.036730103,0.05126022,-0.0798397617958225,100,0.00020354394694704176,500,0.14999999,-0.99905455,48,50000,1.5,0.001,-3.327943,500.0,4800
-0.07607320406194358,-0.31905362678118343,-6.892908871768661e-09,0.012885077,0.010145103,0.05124838,-0.06303077150918059,100,7.662621449453824e-05,500,0.14999999,-0.99901783,49,50000,1.5,0.001,1.0481448,500.0,4900
-0.07632886719472738,-0.450898112110965,-6.892908871768661e-09,0.03161259,0.031327184,0.051240437,-0.0888563607011328,100,0.00014399216073426486,500,0.14999999,-0.99902797,50,50000,1.5,0.001,-0.94372296,500.0,5000
