AvgRet,NatGradInftyNorm,VarJ,NumTrajectories,ReturnMax,AvgEpLen,MountainCar_mu0_higher,ActionIn1,MountainCar_std0_higher,StepSize,MountainCar_std1_higher,MinEpLen,NatGrad2Norm,TimestepsSoFar,MountainCar_mu1_higher,ReturnMean,Iteration,J,BatchSize
-5.1937936493520365,0.050436284,0.0013065573383293306,2500,-0.14578661877706364,500.0,-0.6831344,-0.41065672,0.14999999,0.1,1.5,500,0.069313176,50000,0.5754529,-1.204291242974742,25,-1.0239001753968926,100
-5.19370267017063,0.18088143,0.0013957031286775364,2600,-0.14578661877706364,500.0,-0.67809075,-2.1565259,0.14999999,0.1,1.5,500,0.18994488,50000,0.5802074,-1.1973348691277872,26,-1.0234255229539109,100
-5.352736213847063,0.10461784,0.0015924531762691622,2700,-0.14578661877706364,500.0,-0.67229337,1.7805932,0.14999999,0.1,1.5,500,0.13499038,50000,0.56211925,-1.1921731130721924,27,-1.0579674556267336,100
-4.608163997852392,0.06285528,0.0011550684754052195,2800,-0.14578661877706364,500.0,-0.6637625,-2.1860728,0.14999999,0.1,1.5,500,0.06728645,50000,0.55165744,-1.182109675258969,28,-0.9103968543019376,100
-5.000258700797542,0.1041759,0.001231889540477601,2900,-0.14578661877706364,500.0,-0.6613611,0.20015877,0.14999999,0.1,1.5,500,0.118664406,50000,0.5453719,-1.1754464124489623,29,-0.9888750537687723,100
-4.7492732299714335,0.07648196,0.0012538463710543748,3000,-0.14578661877706364,500.0,-0.655679,1.6710522,0.14999999,0.1,1.5,500,0.088663094,50000,0.5557895,-1.16757253552539,30,-0.9392301047417954,100
-4.556494659570053,0.04703716,0.0012265200030988856,3100,-0.14578661877706364,500.0,-0.65119386,-0.28654668,0.14999999,0.1,1.5,500,0.058109775,50000,0.56343764,-1.15898526925065,31,-0.901367281008444,100
-4.583897458576402,0.1296648,0.0012426544330865165,3200,-0.14489931916011892,500.0,-0.6477817,-0.47619998,0.14999999,0.1,1.5,500,0.13549148,50000,0.55873394,-1.1510862718615005,32,-0.9062173527978689,100
-4.76434663438839,0.06926286,0.0016356313029676477,3300,-0.06296811953552306,500.0,-0.6438511,1.007807,0.14999999,0.1,1.5,500,0.06987436,50000,0.5717004,-1.14472982807511,33,-0.941323626910616,100
-4.655139568561464,0.16258787,0.0014442605931267363,3400,-0.06296811953552306,500.0,-0.6369248,-1.4096031,0.14999999,0.1,1.5,500,0.17426609,50000,0.5726228,-1.1381186514409447,34,-0.9199498225134913,100
-4.291645705747857,0.03676441,0.001257464166047298,3500,-0.06296811953552306,500.0,-0.6306528,2.0075593,0.14999999,0.1,1.5,500,0.044496894,50000,0.58888155,-1.1298793761758195,35,-0.8497440171615565,100
-4.579427046556446,0.17619368,0.0016438893875724433,3600,-0.06296811953552306,500.0,-0.6269764,2.014113,0.14999999,0.1,1.5,500,0.19008426,50000,0.5863749,-1.1236676965751893,36,-0.9062589105531333,100
-4.272639159055979,0.28005633,0.001225494701847047,3700,-0.06296811953552306,500.0,-0.6198435,0.9241438,0.14999999,0.1,1.5,500,0.2830408,50000,0.60399425,-1.1160932181938439,37,-0.8434119964654159,100
-4.176415480528527,0.18313576,0.0012028048651829386,3800,-0.05536556607163534,500.0,-0.61574405,1.4977171,0.14999999,0.1,1.5,500,0.18764809,50000,0.5759886,-1.1085049650056906,38,-0.8277395970440057,100
-4.1588038071947855,0.035456225,0.0010306416640456027,3900,-0.05536556607163534,500.0,-0.6116537,0.27449518,0.14999999,0.1,1.5,500,0.036884464,50000,0.5943022,-1.1011545847893307,39,-0.8218401365676574,100
-4.147399864421992,0.15141712,0.0014123942572873591,4000,-0.05536556607163534,500.0,-0.60810804,0.056417823,0.14999999,0.1,1.5,500,0.15973827,50000,0.59328574,-1.094141834089564,40,-0.820644556798668,100
-3.9612482933290387,0.03982396,0.0010646669291171655,4100,-0.05536556607163534,500.0,-0.60301965,-0.9857918,0.14999999,0.1,1.5,500,0.050040815,50000,0.578144,-1.086554944381202,41,-0.7830793560467311,100
-4.272674564226879,0.06305695,0.0013676248218245097,4200,-0.05536556607163534,500.0,-0.5999896,0.71982443,0.14999999,0.1,1.5,500,0.08822607,50000,0.58212644,-1.0807929822873663,42,-0.8445525364400958,100
-4.246844955114358,0.17135745,0.0012974624177797469,4300,-0.05536556607163534,500.0,-0.5936839,0.14714146,0.14999999,0.1,1.5,500,0.18311241,50000,0.5759558,-1.0751668574389328,43,-0.8388696138047164,100
-3.685333183226525,0.029228618,0.0011097204752248567,4400,-0.05536556607163534,500.0,-0.58722883,2.5376,0.14999999,0.1,1.5,500,0.032188553,50000,0.59309155,-1.0673242925643793,44,-0.7300940029585913,100
-4.005989044346302,0.2647435,0.0011997946869452007,4500,-0.05536556607163534,500.0,-0.584306,0.7479171,0.14999999,0.1,1.5,500,0.27001897,50000,0.59174323,-1.0612105760844364,45,-0.7922070509669481,100
-3.817719246864391,0.16420631,0.0010400621474748776,4600,-0.05536556607163534,500.0,-0.5789946,-0.031134099,0.14999999,0.1,1.5,500,0.1691112,50000,0.6182176,-1.054575411742671,46,-0.7559930163632322,100
-3.776587037980842,0.11745376,0.0011656945563371073,4700,-0.05536556607163534,500.0,-0.5749512,-2.2470033,0.14999999,0.1,1.5,500,0.12550779,50000,0.6346382,-1.0480154816953855,47,-0.7462586995202457,100
-3.595041299987761,0.11384409,0.0013023527996615964,4800,-0.048777686489899184,500.0,-0.57052755,-0.32011044,0.14999999,0.1,1.5,500,0.1214701,50000,0.6463836,-1.0410000856218284,48,-0.7112764701646441,100
-3.8693843877238225,0.10328833,0.0010982440435765406,4900,-0.048777686489899184,500.0,-0.5662914,1.3574901,0.14999999,0.1,1.5,500,0.117542386,50000,0.63499916,-1.0353775619598058,49,-0.7654964261827252,100
-3.8938636560764595,0.05416891,0.0009030194221952082,5000,-0.048777686489899184,500.0,-0.5606809,-0.99632114,0.14999999,0.1,1.5,500,0.062379073,50000,0.645328,-1.0300727558430414,50,-0.770137256121581,100
