MountainCar_mu1_higher,NatGradInftyNorm,TimestepsSoFar,AvgRet,NumTrajectories,BatchSize,StepSize,AvgEpLen,Iteration,ActionIn1,MountainCar_std0_higher,VarJ,MinEpLen,MountainCar_mu0_higher,MountainCar_std1_higher,J,ReturnMax,ReturnMean,NatGrad2Norm
0.57149893,0.26041996,50000,-6.9076915320893875,2200,100,0.001,500.0,22,-1.829944,0.14999999,0.0018201995326782322,500,-0.8193364,1.5,-1.3649686446074691,-0.2333355906802736,-1.3849496293183716,0.26534295
0.57175934,0.14671095,50000,-7.226964496166591,2300,100,0.001,500.0,23,-0.93639755,0.14999999,0.0025303504322327607,500,-0.8192855,1.5,-1.4252097085256314,-0.2333355906802736,-1.3867000675447743,0.17616232
0.57161266,0.033135325,50000,-6.816773166948654,2400,100,0.001,500.0,24,1.2831496,0.14999999,0.001623803398340251,500,-0.819188,1.5,-1.343868128337952,-0.2333355906802736,-1.3849154034111568,0.033685364
0.5716066,0.07030926,50000,-7.082446651533832,2500,100,0.001,500.0,25,-0.5505235,0.14999999,0.001670651399694573,500,-0.81915486,1.5,-1.3940426294198491,-0.2333355906802736,-1.3852804924515043,0.09052138
0.5716769,0.23321469,50000,-7.157626042326513,2600,100,0.001,500.0,26,-2.3060634,0.14999999,0.0017915690033130508,500,-0.8190978,1.5,-1.4074569904870435,-0.2333355906802736,-1.3861334346836405,0.24257092
0.5714437,0.13612007,50000,-7.398074075851884,2700,100,0.001,500.0,27,1.6431797,0.14999999,0.0020483470046166077,500,-0.8190311,1.5,-1.4606546680298877,-0.2333355906802736,-1.3888934803631312,0.17073965
0.57130754,0.09459796,50000,-6.689048778650566,2800,100,0.001,500.0,28,-2.3215885,0.14999999,0.0015342557628320846,500,-0.81892806,1.5,-1.3190045907568868,-0.2333355906802736,-1.3863974485914796,0.09691572
0.57121295,0.13019148,50000,-7.174098480293203,2900,100,0.001,500.0,29,0.06845391,0.14999999,0.0016117927844517721,500,-0.818907,1.5,-1.4168726351719858,-0.2333355906802736,-1.3874483170942558,0.14672689
0.5713431,0.12410827,50000,-6.953175944967988,3000,100,0.001,500.0,30,1.5234456,0.14999999,0.0016847712412995392,500,-0.8188394,1.5,-1.3740805884961589,-0.2333355906802736,-1.3870027261409856,0.13407344
0.5714672,0.06833485,50000,-6.809851547795603,3100,100,0.001,500.0,31,-0.4461119,0.14999999,0.0016332814413945306,500,-0.81878865,1.5,-1.3442255919026922,-0.2333355906802736,-1.3856228185849118,0.07652632
0.5713989,0.20762879,50000,-6.877163427260367,3200,100,0.001,500.0,32,-0.6345075,0.14999999,0.0016868206310232997,500,-0.8187542,1.5,-1.3584036220156088,-0.2333355906802736,-1.3847722186921212,0.21199194
0.5716065,0.08262014,50000,-7.128695132562334,3300,100,0.001,500.0,33,0.8328529,0.14999999,0.0022537444731974003,500,-0.8187114,1.5,-1.4066944043341625,-0.2333355906802736,-1.3854365273479408,0.082620144
0.5716066,0.29622862,49977,-6.089865429970144,3400,100,0.001,499.77,34,-1.5923233,0.14999999,0.002069394901446091,477,-0.8186288,1.5,-1.3927424091192058,-0.2333355906802736,-1.385651406223566,0.3056597
0.5719028,0.037844896,50000,-6.773834860015053,3500,100,0.001,500.0,35,1.80268,0.14999999,0.0017624604983701919,500,-0.81855345,1.5,-1.339034047843478,-0.2333355906802736,-1.3843194816984203,0.052159984
0.5718669,0.24651954,50000,-7.147399936207977,3600,100,0.001,500.0,36,1.8080659,0.14999999,0.002303689601272542,500,-0.8185156,1.5,-1.4135041359651845,-0.2333355906802736,-1.3851301665391642,0.26135972
0.57211345,0.42593312,50000,-6.916826216244054,3700,100,0.001,500.0,37,0.69367766,0.14999999,0.0017712568465934725,500,-0.81842875,1.5,-1.3628613696960747,-0.2333355906802736,-1.3845283071650263,0.42838743
0.5716875,0.292077,50000,-6.836053717423993,3800,100,0.001,500.0,38,1.2907772,0.14999999,0.001792744883218431,500,-0.818383,1.5,-1.3525528318152273,-0.2333355906802736,-1.3836868472874002,0.2955974
0.5719796,0.039921142,50000,-6.891285826471675,3900,100,0.001,500.0,39,0.045488775,0.14999999,0.0015275742744042514,500,-0.8183375,1.5,-1.359928363467617,-0.2333355906802736,-1.3830776553945854,0.049737886
0.5719499,0.26341623,50000,-6.915630498268964,4000,100,0.001,500.0,40,-0.17510754,0.14999999,0.002044387231059047,500,-0.81829756,1.5,-1.3650552659029824,-0.2333355906802736,-1.3826270956572952,0.2696993
0.5716865,0.07261145,50000,-6.782102447439462,4100,100,0.001,500.0,41,-1.2074693,0.14999999,0.0016354140760166363,500,-0.8182397,1.5,-1.3375258538575374,-0.2333355906802736,-1.3815270653694962,0.07886566
0.5717591,0.08991326,50000,-7.197622238479998,4200,100,0.001,500.0,42,0.49123782,0.14999999,0.002062269547404545,500,-0.81820893,1.5,-1.4197465769139357,-0.2333355906802736,-1.3824370537396018,0.12075229
0.5716692,0.2955539,50000,-7.254358342407603,4300,100,0.001,500.0,43,-0.08158952,0.14999999,0.0019754176137596747,500,-0.81812835,1.5,-1.42968496205659,-0.2333355906802736,-1.3835358423051134,0.307487
0.5719648,0.026616171,50000,-6.629283318338975,4400,100,0.001,500.0,44,2.2856586,0.14999999,0.0017450385702366842,500,-0.81804353,1.5,-1.3110723079226327,-0.2333355906802736,-1.3818889437964204,0.03540486
0.57194144,0.45030287,50000,-7.080308382852663,4500,100,0.001,500.0,45,0.4944045,0.14999999,0.0018190706898253354,500,-0.8180169,1.5,-1.398779460516356,-0.2333355906802736,-1.382264288612419,0.45533785
0.57239175,0.2995626,50000,-6.923506838236673,4600,100,0.001,500.0,46,-0.31591475,0.14999999,0.0016237407576975749,500,-0.81794935,1.5,-1.368739346814936,-0.2333355906802736,-1.381970268138561,0.30342907
0.5726913,0.17119242,50000,-6.937893708969251,4700,100,0.001,500.0,47,-2.5519,0.14999999,0.0018965212421319484,500,-0.8179011,1.5,-1.367293530112629,-0.2333355906802736,-1.3816579971167324,0.17917441
0.5728625,0.2622737,50000,-6.741822745333377,4800,100,0.001,500.0,48,-0.64095217,0.14999999,0.002122845102349791,500,-0.8178482,1.5,-1.331011483367131,-0.2333355906802736,-1.3806028614136157,0.2661492
0.57260025,0.15474455,50000,-7.153241554867133,4900,100,0.001,500.0,49,1.0435796,0.14999999,0.0018103486115959766,500,-0.81780297,1.5,-1.414307514648285,-0.2333355906802736,-1.3812907114796293,0.17255759
0.572755,0.07862561,50000,-7.294009671940612,5000,100,0.001,500.0,50,-1.3259399,0.14999999,0.001464975350489952,500,-0.8177266,1.5,-1.4405826848024657,-0.2333355906802736,-1.382476550946086,0.08942305
