TimestepsSoFar,NumTrajectories,MountainCar_std0_higher,J,NatGrad2Norm,BatchSize,ActionIn1,MountainCar_mu0_higher,Iteration,StepSize,MountainCar_std1_higher,MinEpLen,AvgRet,AvgEpLen,ReturnMax,ReturnMean,NatGradInftyNorm,MountainCar_mu1_higher,VarJ
50000,4100,0.14999999,-0.05466824846804481,0.006430736,100,-0.75626874,-0.030220812,41,1.0,1.5,500,-0.2780025258098196,500.0,-2.3904792202045536e-07,-0.30390676471066347,0.006206539,0.23486823,6.180915398190763e-05
50000,4200,0.14999999,-0.06730062125579117,0.017452616,100,0.93444526,-0.031904034,42,1.0,1.5,500,-0.3403497246456096,500.0,-2.3904792202045536e-07,-0.29827328510459505,0.01699049,0.22866169,6.880975243142581e-05
50000,4300,0.14999999,-0.06606142004994531,0.02049017,100,0.34862638,-0.027914414,43,1.0,1.5,500,-0.3325998917641687,500.0,-2.3904792202045536e-07,-0.29287300917309156,0.020199204,0.2116712,7.654026060404314e-05
50000,4400,0.14999999,-0.05910958146163232,0.0032017173,100,2.7391343,-0.024473596,44,1.0,1.5,500,-0.3013201622964111,500.0,-2.3904792202045536e-07,-0.28756020399783117,0.0025129805,0.23187041,6.255927124926287e-05
50000,4500,0.14999999,-0.05750885501783718,0.005495279,100,0.9433799,-0.026457513,45,1.0,1.5,500,-0.2913410354867716,500.0,-2.3904792202045536e-07,-0.28244795179827575,0.0052928766,0.22935744,6.273757907878307e-05
50000,4600,0.14999999,-0.053899420085811715,0.021309942,100,0.13931337,-0.021164637,46,1.0,1.5,500,-0.27325417958382436,500.0,-2.3904792202045536e-07,-0.27747950545670047,0.021273524,0.23083512,5.827598483669144e-05
50000,4700,0.14999999,-0.06430085757517419,0.00758545,100,-2.074501,-0.019919315,47,1.0,1.5,500,-0.3253639075419773,500.0,-2.3904792202045536e-07,-0.2729437895443275,0.0073224655,0.25210863,7.708065243915072e-05
50000,4800,0.14999999,-0.0739946513696025,0.006379717,100,-0.15843473,-0.021899354,48,1.0,1.5,500,-0.3753555410897082,500.0,-2.3904792202045536e-07,-0.2687990158323541,0.005460408,0.2594311,0.00010438108245352353
50000,4900,0.14999999,-0.06473759603271,0.01791135,100,1.5175543,-0.025198555,49,1.0,1.5,500,-0.33235744401024225,500.0,-2.3904792202045536e-07,-0.2646344970609328,0.017909443,0.25397068,7.215464092431723e-05
50000,5000,0.14999999,-0.04959563774620291,0.0054600732,100,-0.86984414,-0.024937134,50,1.0,1.5,500,-0.25051235907746394,500.0,-2.3904792202045536e-07,-0.26033371987463816,0.0043454594,0.23606125,4.951968156748453e-05
