ReturnMean,MountainCar_std1_higher,AvgRet,MountainCar_mu0_higher,NatGrad2Norm,BatchSize,Iteration,ReturnMax,MountainCar_std0_higher,ActionIn1,NatGradInftyNorm,AvgEpLen,TimestepsSoFar,VarJ,J,NumTrajectories,MountainCar_mu1_higher,StepSize,MinEpLen
-0.4819148834905144,1.5,-2.160024765745469,-0.43645254,0.06130767,100,13,-0.00010227112839682561,0.14999999,-2.2861443,0.05464551,500.0,50000,0.0007305745081848101,-0.42894156301671976,1300,-0.89401084,0.01,500
-0.48402438665627917,1.5,-2.5749284131606576,-0.4361746,0.15873547,100,14,-0.00010227112839682561,0.14999999,-2.1446617,0.15129538,500.0,50000,0.0007229365263992576,-0.5114479278112207,1400,-0.8934644,0.01,500
-0.48102738284891855,1.5,-2.2106919323862777,-0.43569434,0.1560522,100,15,-0.00010227112839682561,0.14999999,-2.3068705,0.15346397,500.0,50000,0.0006699636493352137,-0.4390693295458692,1500,-0.89497733,0.01,500
-0.4821331707494083,1.5,-2.5109213981221434,-0.4354113,0.05606488,100,16,-0.00010227112839682561,0.14999999,-1.5385308,0.040481262,500.0,50000,0.0006154974659337762,-0.498719989256754,1600,-0.8934427,0.01,500
-0.48473145844511817,1.5,-2.6519786039813042,-0.4350065,0.0891334,100,17,-0.00010227112839682561,0.14999999,-2.220905,0.06721534,500.0,50000,0.0011318836721250197,-0.5263040615764772,1700,-0.8930548,0.01,500
-0.48605855558661964,1.5,-2.5616115111844504,-0.43433434,0.08295124,100,18,-0.00010227112839682561,0.14999999,-1.3609434,0.06649262,500.0,50000,0.0007560146480064224,-0.5086192069921439,1800,-0.8924694,0.01,500
-0.48593320368937154,1.5,-2.4368940353008686,-0.4338384,0.06480197,100,19,-0.00010227112839682561,0.14999999,-1.1877601,0.04723984,500.0,50000,0.0008745795848182273,-0.4836768695389056,1900,-0.89313436,0.01,500
-0.4860182076158522,1.5,-2.4541496910038596,-0.433366,0.040148616,100,20,-0.00010227112839682561,0.14999999,-1.8563038,0.03573236,500.0,50000,0.0005367955837904259,-0.4876332822189853,2000,-0.89357793,0.01,500
-0.4863759913942656,1.5,-2.49052011495605,-0.43300867,0.09840385,100,21,-0.00010227112839682561,0.14999999,-1.3903234,0.08319369,500.0,50000,0.0009429920732859993,-0.49353166696253326,2100,-0.8933949,0.01,500
-0.48487864655815316,1.5,-2.285309981329577,-0.4324831,0.057733875,100,22,-0.00010227112839682561,0.14999999,-2.1448529,0.045802508,500.0,50000,0.0009726393210308864,-0.4534344049997928,2200,-0.8925629,0.01,500
-0.48546739612613526,1.5,-2.511899363212209,-0.43202507,0.063152604,100,23,-0.00010227112839682561,0.14999999,-1.6022496,0.044810362,500.0,50000,0.0006837570722900321,-0.49841988662173997,2300,-0.8929144,0.01,500
-0.48366811765732015,1.5,-2.2310578490972266,-0.43158007,0.03231462,100,24,-0.00010227112839682561,0.14999999,-1.2313423,0.030093122,500.0,50000,0.000693294520070927,-0.4422847128745743,2400,-0.8933625,0.01,500
-0.4827673629811562,1.5,-2.3200467110983958,-0.43127912,0.045653794,100,25,-4.5392376945978305e-05,0.14999999,-2.8787436,0.045339387,500.0,50000,0.0009308773201601384,-0.4611492507532216,2500,-0.8932448,0.01,500
-0.48245603182449703,1.5,-2.3915769131758067,-0.43082574,0.061464407,100,26,-4.5392376945978305e-05,0.14999999,-0.99648774,0.044036765,500.0,50000,0.0008129866354390288,-0.47467275290801786,2600,-0.89319134,0.01,500
-0.48275102927860764,1.5,-2.4725936907841044,-0.43038538,0.086830504,100,27,-4.5392376945978305e-05,0.14999999,-1.7419949,0.070756495,500.0,50000,0.0008697378396586865,-0.49042096308548255,2700,-0.89362013,0.01,500
-0.48324320786785857,1.5,-2.5007066444837873,-0.42988208,0.059560623,100,28,-4.5392376945978305e-05,0.14999999,-1.5293901,0.056968458,500.0,50000,0.0010101681502645986,-0.49653202977763355,2800,-0.89291257,0.01,500
-0.48240073405860373,1.5,-2.3109589149770726,-0.4293124,0.03561756,100,29,-4.5392376945978305e-05,0.14999999,-1.7442987,0.035593048,500.0,50000,0.0006815672497282366,-0.45881146739946665,2900,-0.89273876,0.01,500
-0.4822482643082899,1.5,-2.4087259585638265,-0.42895648,0.15657432,100,30,-4.5392376945978305e-05,0.14999999,-0.25568622,0.15024917,500.0,50000,0.0007513541955606151,-0.47782664154918975,3000,-0.892752,0.01,500
-0.4826156691967526,1.5,-2.49037291976328,-0.42851594,0.051315468,100,31,-4.5392376945978305e-05,0.14999999,-1.4915166,0.04427572,500.0,50000,0.0006667550373212903,-0.49363781585063343,3100,-0.8942545,0.01,500
-0.48145547366433994,1.5,-2.2432132764034467,-0.4280732,0.0978819,100,32,-4.5392376945978305e-05,0.14999999,-2.3653042,0.09231115,500.0,50000,0.000672924480700047,-0.4454894121595477,3200,-0.8939951,0.01,500
-0.4816656372363572,1.5,-2.4605961741678395,-0.4277477,0.0636853,100,33,-4.5392376945978305e-05,0.14999999,-1.5918348,0.047187608,500.0,50000,0.0007680746261064335,-0.4883908715409097,3300,-0.8949182,0.01,500
-0.48006444673373666,1.5,-2.1529991378620448,-0.4272758,0.09157168,100,34,-4.5392376945978305e-05,0.14999999,0.6257978,0.08590642,500.0,50000,0.0007418613251587813,-0.4272251601472595,3400,-0.89449054,0.01,500
-0.4803193951327497,1.5,-2.4604805427027676,-0.4269587,0.060883664,100,35,-4.5392376945978305e-05,0.14999999,-3.5893984,0.054297946,500.0,50000,0.0009215952874774697,-0.48898764069919337,3500,-0.89363146,0.01,500
-0.4802494943790277,1.5,-2.4074109458381425,-0.42641574,0.055249054,100,36,-4.5392376945978305e-05,0.14999999,-0.64798,0.050924003,500.0,50000,0.00089859833106757,-0.47780296799875516,3600,-0.893356,0.01,500
-0.47809045925571847,1.5,-2.016236068317013,-0.4259065,0.051767707,100,37,-4.5392376945978305e-05,0.14999999,-1.1072818,0.044310216,500.0,50000,0.0007530285732805086,-0.40036519481658656,3700,-0.89314175,0.01,500
-0.47762922924118334,1.5,-2.3205592856121724,-0.42563882,0.12505692,100,38,-4.5392376945978305e-05,0.14999999,-3.4687228,0.11796143,500.0,50000,0.0007906107982715173,-0.4605637187033842,3800,-0.89358485,0.01,500
-0.47809577947683746,1.5,-2.4992530654117995,-0.42522356,0.107452616,100,39,-4.5392376945978305e-05,0.14999999,-2.50683,0.09514469,500.0,50000,0.0007773059541028511,-0.495824688431693,3900,-0.8947645,0.01,500
-0.47853734555275307,1.5,-2.498704483045351,-0.4247242,0.075179264,100,40,-4.5392376945978305e-05,0.14999999,-2.7887886,0.053935837,500.0,50000,0.000802340563315405,-0.49575842251346286,4000,-0.893813,0.01,500
-0.4787107639490966,1.5,-2.450416802979739,-0.42420048,0.083697684,100,41,-4.5392376945978305e-05,0.14999999,-0.6506033,0.06853577,500.0,50000,0.0007850877230094566,-0.48564749980283906,4100,-0.89327365,0.01,500
-0.4772600492672704,1.5,-2.104414158253627,-0.42372003,0.12209413,100,42,-4.5392376945978305e-05,0.14999999,-0.9372014,0.1193839,500.0,50000,0.0005963295003846497,-0.41778074731239373,4200,-0.893959,0.01,500
-0.4758066093934936,1.5,-2.0918671797290345,-0.4234642,0.06323887,100,43,-4.5392376945978305e-05,0.14999999,-0.90348995,0.05367315,500.0,50000,0.0008163290042232068,-0.41476213469487194,4300,-0.89276516,0.01,500
-0.4759588583370781,1.5,-2.430358155634,-0.4231298,0.23077755,100,44,-4.5392376945978305e-05,0.14999999,-0.73925215,0.22249876,500.0,50000,0.001128121839732525,-0.48250556291120605,4400,-0.8933019,0.01,500
-0.4752774424937284,1.5,-2.245619417205316,-0.4225172,0.061902907,100,45,-4.5392376945978305e-05,0.14999999,-3.4054465,0.049830224,500.0,50000,0.0007266816639136238,-0.44529514538634773,4500,-0.8910769,0.01,500
-0.4740129523490605,1.5,-2.1017074252691135,-0.42214993,0.15081288,100,46,-3.467974800954998e-05,0.14999999,-0.05500269,0.14727202,500.0,50000,0.0007612163509125242,-0.4171108958390043,4600,-0.8905786,0.01,500
-0.47369728976972936,1.5,-2.3106670138402476,-0.42182505,0.0422152,100,47,-3.467974800954998e-05,0.14999999,-4.179121,0.04070513,500.0,50000,0.0007260472751544232,-0.45917681112049813,4700,-0.8891059,0.01,500
-0.47365182146640705,1.5,-2.378683808617008,-0.421418,0.13133532,100,48,-3.467974800954998e-05,0.14999999,-4.5753546,0.124035195,500.0,50000,0.0006891060614112342,-0.4715148112102567,4800,-0.88899404,0.01,500
-0.4724763163086929,1.5,-2.097146222351559,-0.42098624,0.103438474,100,49,-3.467974800954998e-05,0.14999999,-3.2274804,0.10035255,500.0,50000,0.0005698904659137568,-0.4160520687384134,4900,-0.88775367,0.01,500
-0.47243751644825477,1.5,-2.3708123846097733,-0.42073545,0.078610115,100,50,-3.467974800954998e-05,0.14999999,-0.5891658,0.0668796,500.0,50000,0.0006565748838004347,-0.47053632328678674,5000,-0.88875717,0.01,500
