ReturnMax,J,AvgEpLen,BatchSize,MinEpLen,NatGradInftyNorm,StepSize,Iteration,AvgRet,TimestepsSoFar,NumTrajectories,ReturnMean,NatGrad2Norm,VarJ
-3.3230401492987275e-07,-0.09971631852225583,500.0,100,500,0.013661622,,16,-0.5043841981987274,50000,1600,-0.0945314025013344,0.0142525835,0.00019511180868578902
-3.3230401492987275e-07,-0.1194983262496528,500.0,100,500,0.021594865,,17,-0.604019211788792,50000,1700,-0.09600004507476491,0.021629578,0.00029536121651968093
-3.3230401492987275e-07,-0.07520787503124547,500.0,100,500,0.008653608,,18,-0.38004048333290086,50000,1800,-0.0948449245167916,0.008659143,8.887765811654734e-05
-3.3230401492987275e-07,-0.0977958528175022,500.0,100,500,0.01729617,,19,-0.4949217866931114,50000,1900,-0.09500023653261849,0.017567318,0.00024490414004389163
-3.3230401492987275e-07,-0.08941201793338129,500.0,100,500,0.010116915,,20,-0.45197435185026685,50000,2000,-0.09472082560265661,0.0104098,0.00013963542076340132
-3.3230401492987275e-07,-0.1098356415640157,500.0,100,500,0.019382237,,21,-0.5545494772194476,50000,2100,-0.09544057874367373,0.019451102,0.0002339850105661741
-3.3230401492987275e-07,-0.10073189982543461,500.0,100,500,0.011387256,,22,-0.51009082347979,50000,2200,-0.09568109333829922,0.011396043,0.00017241880387984003
-3.3230401492987275e-07,-0.10772396146600395,500.0,100,500,0.015288675,,23,-0.5440606732769787,50000,2300,-0.09620469630037333,0.015826548,0.00019396351370156041
-3.3230401492987275e-07,-0.11066839486351694,500.0,100,500,0.017577793,,24,-0.5592527791837298,50000,2400,-0.09680735040717099,0.01773026,0.00022105595089350446
-3.3230401492987275e-07,-0.09642373817801675,500.0,100,500,0.019143231,,25,-0.487079511880361,50000,2500,-0.09679200591800481,0.01936535,0.0003320289895908369
-3.3230401492987275e-07,-0.1079420514799722,500.0,100,500,0.015618532,,26,-0.5456665832578059,50000,2600,-0.09722085382423433,0.015618982,0.00022540184681738295
-3.3230401492987275e-07,-0.11461374315988429,500.0,100,500,0.019177543,,27,-0.5802378571451805,50000,2700,-0.09786503491073989,0.019266838,0.00020981928551595482
-3.3230401492987275e-07,-0.11646572533790982,500.0,100,500,0.02130491,,28,-0.5886629056519689,50000,2800,-0.09852934528313881,0.021359848,0.00038282127645654064
-3.3230401492987275e-07,-0.09145306885542367,500.0,100,500,0.011112205,,29,-0.46219773668551833,50000,2900,-0.09828533575114863,0.011292138,0.00014575860933428286
-3.3230401492987275e-07,-0.10947868665078626,500.0,100,500,0.01984284,,30,-0.5529786277542988,50000,3000,-0.09865844744780324,0.021026691,0.00025574132087501116
-3.3230401492987275e-07,-0.09447855172901659,500.0,100,500,0.012598541,,31,-0.4781324806460788,50000,3100,-0.09852361210203592,0.0126685,0.0001453312513216788
-3.3230401492987275e-07,-0.11122717530758754,500.0,100,500,0.023145456,,32,-0.5616722519354483,50000,3200,-0.09892059845220941,0.023146084,0.00037987972810224057
-3.3230401492987275e-07,-0.12969182857241884,500.0,100,500,0.025244728,,33,-0.6552161132512799,50000,3300,-0.09985305997100363,0.0254628,0.00031842061785839745
-3.3230401492987275e-07,-0.10179334799843195,500.0,100,500,0.017137079,,34,-0.5152355303672216,50000,3400,-0.09991012726592798,0.017182322,0.00019416190058912244
-3.3230401492987275e-07,-0.10630507254900355,500.0,100,500,0.018743332,,35,-0.5371354318324785,50000,3500,-0.10009283998830158,0.018746909,0.0002488344213192193
-3.3230401492987275e-07,-0.09113694680028267,500.0,100,500,0.0094081415,,36,-0.46089905059778713,50000,3600,-0.09984406517752327,0.010112091,0.00013702725624714388
-3.3230401492987275e-07,-0.12940048783789226,500.0,100,500,0.024880456,,37,-0.6533868517378855,50000,3700,-0.10064288741158729,0.025708793,0.00039210911099688244
-3.3230401492987275e-07,-0.12417188435787424,500.0,100,500,0.023489678,,38,-0.6275822171438126,50000,3800,-0.10126207154175275,0.02350457,0.000304655898128435
-3.3230401492987275e-07,-0.13839034922516236,500.0,100,500,0.033770524,,39,-0.6983909181480219,50000,3900,-0.10221407866184018,0.033790298,0.0004651983835377212
-3.3230401492987275e-07,-0.11447261351762121,500.0,100,500,0.021788137,,40,-0.5793839646737817,50000,4000,-0.1025205420332347,0.022020014,0.00022806414928496405
-3.3230401492987275e-07,-0.0884842990714956,500.0,100,500,0.011550126,,41,-0.44761221424556313,50000,4100,-0.102178194643924,0.011725979,0.00015441338100425714
-3.3230401492987275e-07,-0.07708709968601922,500.0,100,500,0.011091746,,42,-0.390390170230288,50000,4200,-0.10158078762111672,0.011236136,0.00015403782939159665
-3.3230401492987275e-07,-0.09176503501422043,500.0,100,500,0.012481012,,43,-0.46444314903052436,50000,4300,-0.10135251430467729,0.012581126,0.00015749456690534764
-3.3230401492987275e-07,-0.09499804657764489,500.0,100,500,0.014185992,,44,-0.4807938209710778,50000,4400,-0.10120809458360835,0.014786491,0.0001665390430928091
-3.3230401492987275e-07,-0.08561788192042004,500.0,100,500,0.011013722,,45,-0.43296921806775684,50000,4500,-0.1008616454133153,0.011205983,0.00018354065643123334
-3.3230401492987275e-07,-0.12419148032360056,500.0,100,500,0.02619131,,46,-0.6271066127219611,50000,4600,-0.10136881573745192,0.026489865,0.00042076433120707426
-3.3230401492987275e-07,-0.10880532582399172,500.0,100,500,0.01875677,,47,-0.5502433294049927,50000,4700,-0.10152703935631448,0.018873176,0.0002134309440812409
-3.3230401492987275e-07,-0.09782169119657387,500.0,100,500,0.017262317,,48,-0.494353692302263,50000,4800,-0.10144984460298655,0.017262684,0.00020549786906636956
-3.3230401492987275e-07,-0.08469823289586227,500.0,100,500,0.008738189,,49,-0.42872282940409984,50000,4900,-0.10110797497631055,0.009021672,0.00010901832209255379
-3.3230401492987275e-07,-0.07070484022599657,500.0,100,500,0.007907955,,50,-0.3580762371589806,50000,5000,-0.10049991228130427,0.007984279,9.281560681261673e-05
